,Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,W/L,Score,Home Score,Away Score,Total Score,"City, State",lat,lng
3755,9/5/2005,Memphis,3:30 PM,Ole Miss*,NR,"Liberty BowlMemphis, TN",ESPN,L 6-10,53339,0,0,62338,0.855641824,False,False,0.0,0.0,0.0,86,59,NR,CUSA,2005,9,5,L,6-10,6,10,16,"Memphis, TN",35.1495343,-90.0489801
3756,9/17/2005,Memphis,7:00 PM,Chattanooga*,NR,"Liberty BowlMemphis, TN",Not on TV,W 59-14,30772,0,1,62338,0.493631493,False,False,0.0,0.0,0.0,86,59,NR,CUSA,2005,9,17,W,59-14,59,14,73,"Memphis, TN",35.1495343,-90.0489801
3757,10/1/2005,Memphis,7:30 PM,UTEP,NR,"Liberty BowlMemphis, TN",CSTV,W 27-20,30053,1,2,62338,0.482097597,False,False,0.0,0.0,0.0,78,46,NR,CUSA,2005,10,1,W,27-20,27,20,47,"Memphis, TN",35.1495343,-90.0489801
3758,10/22/2005,Memphis,2:30 PM,East Carolina,NR,"Liberty BowlMemphis, TN",CSTV,W 27-24,31710,3,3,62338,0.508678495,False,False,0.0,0.0,0.0,66,49,NR,CUSA,2005,10,22,W,27-24,27,24,51,"Memphis, TN",35.1495343,-90.0489801
3759,11/26/2005,Memphis,1:00 PM,Marshall,NR,"Liberty BowlMemphis, TN",CSTV,W 26-3,46403,5,5,62338,0.744377426,False,False,0.0,0.0,0.0,50,29,NR,CUSA,2005,11,26,W,26-3,26,3,29,"Memphis, TN",35.1495343,-90.0489801
3760,9/9/2006,Memphis,7:00 PM,Chattanooga*,NR,"Liberty BowlMemphis, TN",Not on TV,W 33-14,34419,0,1,62338,0.552135134,False,False,0.0,0.0,0.0,92,61,NR,CUSA,2006,9,9,W,33-14,33,14,47,"Memphis, TN",35.1495343,-90.0489801
3761,9/30/2006,Memphis,11:00 AM,No. 15 Tennessee*,NR,"Liberty BowlMemphis, TN",ESPN,L 7-41,61783,1,2,62338,0.991096923,False,False,0.0,0.0,0.0,75,45,15,CUSA,2006,9,30,L,7-41,7,41,48,"Memphis, TN",35.1495343,-90.0489801
3762,10/21/2006,Memphis,7:00 PM,Tulsa,NR,"Liberty BowlMemphis, TN",CSTV,L 14-35,30059,1,5,62338,0.482193846,False,False,0.0,0.0,0.0,63,39,NR,CUSA,2006,10,21,L,14-35,14,35,49,"Memphis, TN",35.1495343,-90.0489801
3763,11/11/2006,Memphis,7:00 PM,UCF,NR,"Liberty BowlMemphis, TN",CSTV,L 24-26,20611,1,8,62338,0.330633001,False,False,0.0,0.0,0.0,78,45,NR,CUSA,2006,11,11,L,24-26,24,26,50,"Memphis, TN",35.1495343,-90.0489801
3764,11/18/2006,Memphis,1:00 PM,Houston,NR,"Liberty BowlMemphis, TN",Not on TV,L 20-23,20344,1,9,62338,0.326349899,False,False,0.0,0.0,0.0,60,31,NR,CUSA,2006,11,18,L,20-23,20,23,43,"Memphis, TN",35.1495343,-90.0489801
3765,9/1/2007,Memphis,2:30 PM,Ole Miss*,NR,"Liberty BowlMemphis, TN",CSS,L 21-23,45457,0,0,61008,0.745099003,False,False,0.0,0.0,0.0,92,68,NR,CUSA,2007,9,1,L,21-23,21,23,44,"Memphis, TN",35.1495343,-90.0489801
3766,9/15/2007,Memphis,7:00 PM,Jacksonville State*,NR,"Liberty BowlMemphis, TN",Not on TV,W 35-14,28298,0,1,61008,0.463840808,False,False,0.0,0.0,0.0,88,59,NR,CUSA,2007,9,15,W,35-14,35,14,49,"Memphis, TN",35.1495343,-90.0489801
3767,10/2/2007,Memphis,7:00 PM,Marshall,NR,"Liberty BowlMemphis, TN",ESPN2,W 24-21,25324,1,3,61008,0.415093103,False,False,0.0,0.0,0.0,89,61,NR,CUSA,2007,10,2,W,24-21,24,21,45,"Memphis, TN",35.1495343,-90.0489801
3768,10/13/2007,Memphis,7:00 PM,Middle Tennessee*,NR,"Liberty BowlMemphis, TN",Not on TV,L 7-21,30101,2,3,61008,0.493394309,False,False,0.0,0.0,0.0,73,44,NR,CUSA,2007,10,13,L,7-21,7,21,28,"Memphis, TN",35.1495343,-90.0489801
3769,11/3/2007,Memphis,1:00 PM,East Carolina,NR,"Liberty BowlMemphis, TN",WPTY,L 40-56,27186,4,4,61008,0.44561369,False,False,0.0,0.0,0.0,68,36,NR,CUSA,2007,11,3,L,40-56,40,56,96,"Memphis, TN",35.1495343,-90.0489801
3771,9/18/2010,Memphis,6:00 PM,Middle Tennessee*,NR,"Liberty BowlMemphis, TN",Not on TV,W 24-17,27965,0,2,61008,0.458382507,True,False,0.0,0.0,0.0,90,61,NR,CUSA,2010,9,18,W,24-17,24,17,41,"Memphis, TN",35.1495343,-90.0489801
3772,10/2/2010,Memphis,6:00 PM,Tulsa,NR,"Liberty BowlMemphis, TN",Not on TV,L 7-48,22231,1,3,61008,0.364394833,True,False,0.0,0.0,0.0,80,45,NR,CUSA,2010,10,2,L,7-48,7,48,55,"Memphis, TN",35.1495343,-90.0489801
3773,10/30/2010,Memphis,6:00 PM,Houston,NR,"Liberty BowlMemphis, TN",CSS,L 17-56,19731,1,6,61008,0.323416601,True,False,0.0,0.0,0.0,63,33,NR,CUSA,2010,10,30,L,17-56,17,56,73,"Memphis, TN",35.1495343,-90.0489801
3774,11/6/2010,Memphis,7:00 PM,Tennessee*,NR,"Liberty BowlMemphis, TN",CBS CS,L 14-50,39742,1,7,61008,0.651422764,True,False,0.0,0.0,0.0,54,29,NR,CUSA,2010,11,6,L,14-50,14,50,64,"Memphis, TN",35.1495343,-90.0489801
3775,11/27/2010,Memphis,11:00 AM,UCF,NR,"Liberty BowlMemphis, TN",CSS,L 17-37,14992,1,10,61008,0.245738264,True,False,0.0,0.0,0.0,46,29,NR,CUSA,2010,11,27,L,17-37,17,37,54,"Memphis, TN",35.1495343,-90.0489801
3776,9/1/2011,Memphis,7:00 PM,No. 20 Mississippi State*,NR,"Liberty BowlMemphis, TN",FSN,L 14-59,33990,0,0,61008,0.557140047,False,False,0.0,0.0,0.0,101,72,20,CUSA,2011,9,1,L,14-59,14,59,73,"Memphis, TN",35.1495343,-90.0489801
3777,9/17/2011,Memphis,6:00 PM,Austin Peay*,NR,"Liberty BowlMemphis, TN",Not on TV,W 27-6,18808,0,2,61008,0.308287438,False,False,0.0,0.0,0.0,74,56,NR,CUSA,2011,9,17,W,27-6,27,6,33,"Memphis, TN",35.1495343,-90.0489801
3778,9/24/2011,Memphis,11:00 AM,SMU,NR,"Liberty BowlMemphis, TN",FSN,L 0-42,16748,1,2,61008,0.274521374,False,False,0.0,0.0,0.0,77,55,NR,CUSA,2011,9,24,L,0-42,0,42,42,"Memphis, TN",35.1495343,-90.0489801
3779,10/15/2011,Memphis,6:00 PM,East Carolina,NR,"Liberty BowlMemphis, TN",Not on TV,L 17-35,17975,1,5,61008,0.294633491,False,False,0.0,0.0,0.0,80,47,NR,CUSA,2011,10,15,L,17-35,17,35,52,"Memphis, TN",35.1495343,-90.0489801
3780,11/17/2011,Memphis,7:00 PM,Marshall,NR,"Liberty BowlMemphis, TN",FSN,L 22-23,15101,2,8,61008,0.247524915,False,False,0.07,0.0,0.0,59,37,NR,CUSA,2011,11,17,L,22-23,22,23,45,"Memphis, TN",35.1495343,-90.0489801
3781,9/1/2012,Memphis,6:00 PM,Tennessee-Martin*,NR,"Liberty BowlMemphis, TN",Not on TV,L 17-20,39076,0,0,61008,0.640506163,True,False,0.0,0.0,0.0,93,75,NR,CUSA,2012,9,1,L,17-20,17,20,37,"Memphis, TN",35.1495343,-90.0489801
3782,9/15/2012,Memphis,6:00 PM,Middle Tennessee*,NR,"Liberty BowlMemphis, TN",Not on TV,L 30-48,27112,0,2,61008,0.444400734,True,False,0.0,0.0,0.0,81,66,NR,CUSA,2012,9,15,L,30-48,30,48,78,"Memphis, TN",35.1495343,-90.0489801
3783,10/6/2012,Memphis,6:00 PM,Rice,NR,"Liberty BowlMemphis, TN",FCS,W 14-10,17831,0,4,61008,0.292273145,True,False,0.7,0.0,0.0,83,45,NR,CUSA,2012,10,6,W,14-10,14,10,24,"Memphis, TN",35.1495343,-90.0489801
3784,10/20/2012,Memphis,7:00 PM,UCF,NR,"Liberty BowlMemphis, TN",CSS/CSNH,L 17-35,22106,1,5,61008,0.362345922,True,False,0.0,0.0,0.0,66,43,NR,CUSA,2012,10,20,L,17-35,17,35,52,"Memphis, TN",35.1495343,-90.0489801
3785,11/10/2012,Memphis,6:00 PM,Tulane,NR,"Liberty BowlMemphis, TN",Not on TV,W 37-23,18796,1,8,61008,0.308090742,True,False,0.0,0.0,0.0,72,42,NR,CUSA,2012,11,10,W,37-23,37,23,60,"Memphis, TN",35.1495343,-90.0489801
3786,9/7/2013,Memphis,3:30 PM,Duke*,NR,"Liberty BowlMemphis, TN",ESPN3,L 14-28,44237,0,0,59308,0.745885884,False,False,0.0,0.0,0.0,92,65,NR,CUSA,2013,9,7,L,14-28,14,28,42,"Memphis, TN",35.1495343,-90.0489801
3787,10/5/2013,Memphis,3:30 PM,UCF,NR,"Liberty BowlMemphis, TN",ESPN3,L 17-24,30274,1,2,59308,0.510453902,False,False,0.0,0.0,0.0,87,69,NR,CUSA,2013,10,5,L,17-24,17,24,41,"Memphis, TN",35.1495343,-90.0489801
3788,10/19/2013,Memphis,11:00 AM,SMU,NR,"Liberty BowlMemphis, TN",AAN,L 29-34,16241,1,4,59308,0.27384164,False,False,0.0,0.0,0.0,71,46,NR,CUSA,2013,10,19,L,29-34,29,34,63,"Memphis, TN",35.1495343,-90.0489801
3789,10/30/2013,Memphis,7:00 PM,Cincinnati,NR,"Liberty BowlMemphis, TN",ESPN2,L 21-34,22571,1,5,59308,0.380572604,False,False,0.0,0.0,0.0,75,55,NR,CUSA,2013,10,30,L,21-34,21,34,55,"Memphis, TN",35.1495343,-90.0489801
3790,11/9/2013,Memphis,3:30 PM,UT Martin*,NR,"Liberty BowlMemphis, TN",ESPN3,W 21-6,24487,1,6,59308,0.412878532,False,False,0.0,0.0,0.0,64,33,NR,CUSA,2013,11,9,W,21-6,21,6,27,"Memphis, TN",35.1495343,-90.0489801
3791,11/30/2013,Memphis,3:30 PM,Temple,NR,"Liberty BowlMemphis, TN",ESPNews,L 21-41,25671,3,7,59308,0.432842112,False,False,0.0,0.0,0.0,57,26,NR,CUSA,2013,11,30,L,21-41,21,41,62,"Memphis, TN",35.1495343,-90.0489801
3792,8/30/2014,Memphis,7:00 PM,Austin Peay*,NR,"Liberty BowlMemphis, TN",ESPN3,W 63-0,27361,0,0,59308,0.461337425,False,False,0.0,0.0,0.0,94,72,NR,AAC,2014,8,30,W,63-0,63,0,63,"Memphis, TN",35.1495343,-90.0489801
3793,9/20/2014,Memphis,6:00 PM,Middle Tennessee*,NR,"Liberty BowlMemphis, TN",ESPN3,W 36-17,46378,1,1,59308,0.781985567,False,False,0.0,0.0,0.0,85,64,NR,AAC,2014,9,20,W,36-17,36,17,53,"Memphis, TN",35.1495343,-90.0489801
3794,10/11/2014,Memphis,6:00 PM,Houston,NR,"Liberty BowlMemphis, TN",CBSSN,L 24-28,32784,3,2,59308,0.552775342,False,False,0.19,0.0,0.0,85,59,NR,AAC,2014,10,11,L,24-28,24,28,52,"Memphis, TN",35.1495343,-90.0489801
3795,10/31/2014,Memphis,8:00 PM,Tulsa,NR,"Liberty BowlMemphis, TN",ESPNU,W 40-20,26846,4,3,59308,0.452653942,False,False,0.0,0.0,0.0,71,40,NR,AAC,2014,10,31,W,40-20,40,20,60,"Memphis, TN",35.1495343,-90.0489801
3796,11/22/2014,Memphis,3:00 PM,South Florida,NR,"Liberty BowlMemphis, TN",ESPNews,W 31-20,34635,7,3,59308,0.583985297,False,False,0.04,0.0,0.0,55,42,NR,AAC,2014,11,22,W,31-20,31,20,51,"Memphis, TN",35.1495343,-90.0489801
3797,11/29/2014,Memphis,3:00 PM,UConn,NR,"Liberty BowlMemphis, TN",ESPNews,W 41-10,35102,8,3,59308,0.591859446,False,False,0.0,0.0,0.0,55,29,NR,AAC,2014,11,29,W,41-10,41,10,51,"Memphis, TN",35.1495343,-90.0489801
3798,9/5/2015,Memphis,6:00 PM,Missouri State*,NR,"Liberty BowlMemphis, TN",ESPN3,W 63-7,41730,0,0,58325,0.715473639,False,False,0.0,0.0,0.0,95,71,NR,AAC,2015,9,5,W,63-7,63,7,70,"Memphis, TN",35.1495343,-90.0489801
3799,9/24/2015,Memphis,6:30 PM,Cincinnati,NR,"Liberty BowlMemphis, TN",ESPN,W 53-46,45172,3,0,58325,0.774487784,False,False,0.0,0.0,0.0,87,55,NR,AAC,2015,9,24,W,53-46,53,46,99,"Memphis, TN",35.1495343,-90.0489801
3800,10/31/2015,Memphis,6:00 PM,Tulane,16,"Liberty BowlMemphis, TN",CBSSN,W 41-13,30381,7,0,58325,0.520891556,False,False,0.0,0.0,0.0,69,44,NR,AAC,2015,10,31,W,41-13,41,13,54,"Memphis, TN",35.1495343,-90.0489801
3801,11/7/2015,Memphis,6:00 PM,Navy,15,"Liberty BowlMemphis, TN",ESPN2,L 20-45,55212,8,0,58325,0.946626661,False,False,0.02,0.0,0.0,71,56,NR,AAC,2015,11,7,L,20-45,20,45,65,"Memphis, TN",35.1495343,-90.0489801
3802,11/28/2015,Memphis,11:00 AM,SMU,NR,"Liberty BowlMemphis, TN",ESPNews,W 63-0,30075,8,3,58325,0.515645092,False,False,0.61,0.0,0.0,65,62,NR,AAC,2015,11,28,W,63-0,63,0,63,"Memphis, TN",35.1495343,-90.0489801
3803,9/3/2016,Memphis,6:00 PM,Southeast Missouri State*,NR,"Liberty BowlMemphis, TN",ESPN3,W 35-17,42876,0,0,58325,0.73512216,True,False,0.0,0.0,0.0,83,63,NR,AAC,2016,9,3,W,35-17,35,17,52,"Memphis, TN",35.1495343,-90.0489801
3804,9/17/2016,Memphis,11:00 AM,Kansas*,NR,"Liberty BowlMemphis, TN",ESPNU,W 43-7,34448,1,0,58325,0.590621517,True,False,0.3,0.0,0.0,96,71,NR,AAC,2016,9,17,W,43-7,43,7,50,"Memphis, TN",35.1495343,-90.0489801
3805,9/24/2016,Memphis,7:00 PM,BOwling Green*,NR,"Liberty BowlMemphis, TN",ESPNews,W 77-3,38713,2,0,58325,0.663746249,True,False,0.0,0.0,0.0,97,68,NR,AAC,2016,9,24,W,77-3,77,3,80,"Memphis, TN",35.1495343,-90.0489801
3806,10/6/2016,Memphis,7:00 PM,Temple,NR,"Liberty BowlMemphis, TN",ESPN,W 34-27,34743,3,1,58325,0.595679383,True,False,0.1,0.0,0.0,90,62,NR,AAC,2016,10,6,W,34-27,34,27,61,"Memphis, TN",35.1495343,-90.0489801
3807,10/29/2016,Memphis,7:00 PM,Tulsa,NR,"Liberty BowlMemphis, TN",ESPNews,L 30-59,36894,5,2,58325,0.632558937,True,False,0.0,0.0,0.0,85,56,NR,AAC,2016,10,29,L,30-59,30,59,89,"Memphis, TN",35.1495343,-90.0489801
3808,11/12/2016,Memphis,6:00 PM,South Florida,NR,"Liberty BowlMemphis, TN",CBSSN,L 42-49,37218,6,3,58325,0.638114016,True,False,0.0,0.0,0.0,73,41,NR,AAC,2016,11,12,L,42-49,42,49,91,"Memphis, TN",35.1495343,-90.0489801
3809,11/25/2016,Memphis,11:00 AM,No. 18 Houston,NR,"Liberty BowlMemphis, TN",ABC,W 48-44,36527,7,4,58325,0.62626661,True,False,0.0,0.0,0.0,53,47,18,AAC,2016,11,25,W,48-44,48,44,92,"Memphis, TN",35.1495343,-90.0489801
3810,8/31/2017,Memphis,8:00 PM,Louisiana-Monroe*,NR,"Liberty BowlMemphis, TN",CBSSN,W 37-29,10263,0,0,58325,0.17596228,False,False,0.11,0.0,0.0,80,70,NR,AAC,2017,8,31,W,37-29,37,29,66,"Memphis, TN",35.1495343,-90.0489801
3811,9/16/2017,Memphis,11:00 AM,No. 25 UCLA*,NR,"Liberty BowlMemphis, TN",ABC,W 48-45,46291,1,0,58325,0.793673382,False,False,0.0,0.0,0.0,88,64,25,AAC,2017,9,16,W,48-45,48,45,93,"Memphis, TN",35.1495343,-90.0489801
3812,9/23/2017,Memphis,7:00 PM,Southern Illinois*,NR,"Liberty BowlMemphis, TN",WMC,W 44-31,41584,2,0,58325,0.712970424,False,False,0.0,0.0,0.0,93,68,NR,AAC,2017,9,23,W,44-31,44,31,75,"Memphis, TN",35.1495343,-90.0489801
3813,10/14/2017,Memphis,2:45 PM,No. 25 Navy,NR,"Liberty BowlMemphis, TN",ESPNU,W 30-27,40177,4,1,58325,0.688846978,False,False,0.0,0.0,0.0,83,53,25,AAC,2017,10,14,W,30-27,30,27,57,"Memphis, TN",35.1495343,-90.0489801
3814,10/27/2017,Memphis,7:00 PM,Tulane,24,"Liberty BowlMemphis, TN",CBSSN,W 56-26,17989,6,1,58325,0.308426918,False,False,0.0,0.0,0.0,79,47,NR,AAC,2017,10,27,W,56-26,56,26,82,"Memphis, TN",35.1495343,-90.0489801
3815,11/18/2017,Memphis,11:00 AM,SMU,18,"Liberty BowlMemphis, TN",ESPNews,W 66-45,35329,8,1,58325,0.605726532,False,False,0.0,0.0,0.0,74,44,NR,AAC,2017,11,18,W,66-45,66,45,111,"Memphis, TN",35.1495343,-90.0489801
3816,11/25/2017,Memphis,11:00 AM,East Carolina,17,"Liberty BowlMemphis, TN",ESPNU,W 70-13,41517,9,1,58325,0.711821689,False,False,0.0,0.0,0.0,64,34,NR,AAC,2017,11,25,W,70-13,70,13,83,"Memphis, TN",35.1495343,-90.0489801
3817,9/1/2018,Memphis,6:00 PM,Mercer*,NR,"Liberty BowlMemphis, TN",ESPN3,W 66-14,33697,0,0,58325,0.577745392,False,False,0.0,0.0,0.0,90,69,NR,AAC,2018,9,1,W,66-14,66,14,80,"Memphis, TN",35.1495343,-90.0489801
3818,9/14/2018,Memphis,7:00 PM,Georgia State*,NR,"Liberty BowlMemphis, TN",ESPN,W 59-22,27678,1,1,58325,0.474547793,False,False,0.0,0.0,0.0,91,67,NR,AAC,2018,9,14,W,59-22,59,22,81,"Memphis, TN",35.1495343,-90.0489801
3819,9/22/2018,Memphis,7:00 PM,South Alabama*,NR,"Liberty BowlMemphis, TN",WMC,W 52-35,27765,2,1,58325,0.476039434,False,False,0.35,0.0,0.0,96,71,NR,AAC,2018,9,22,W,52-35,52,35,87,"Memphis, TN",35.1495343,-90.0489801
3820,10/6/2018,Memphis,6:00 PM,UConn,NR,"Liberty BowlMemphis, TN",CBSSN,W 55-14,27581,3,2,58325,0.472884698,False,False,0.0,0.0,0.0,92,70,NR,AAC,2018,10,6,W,55-14,55,14,69,"Memphis, TN",35.1495343,-90.0489801
3821,10/13/2018,Memphis,2:30 PM,No. 10 UCF,NR,"Liberty BowlMemphis, TN",ABC/ESPN2,L 30-31,38831,4,2,58325,0.665769396,False,False,0.0,0.0,0.0,66,45,10,AAC,2018,10,13,L,30-31,30,31,61,"Memphis, TN",35.1495343,-90.0489801
3822,11/10/2018,Memphis,11:00 AM,Tulsa,NR,"Liberty BowlMemphis, TN",ESPNU,W 47-21,27905,5,4,58325,0.478439777,False,False,0.0,0.0,0.0,49,29,NR,AAC,2018,11,10,W,47-21,47,21,68,"Memphis, TN",35.1495343,-90.0489801
3823,11/23/2018,Memphis,11:00 AM,Houston,NR,"Liberty BowlMemphis, TN",ABC,W 52-31,27790,7,4,58325,0.476468067,False,False,0.0,0.0,0.0,64,30,NR,AAC,2018,11,23,W,52-31,52,31,83,"Memphis, TN",35.1495343,-90.0489801
3824,10/27/2001,Memphis,1:00 PM,UAB,NR,"Liberty BowlMemphis, TN ",ESPN+,L 14-17,25462,4,3,62921,0.404666169,True,False,0.0,0.0,0.0,66,33,NR,CUSA,2001,10,27,L,14-17,14,17,31,"Memphis, TN ",35.1495343,-90.0489801
3825,9/27/2003,Memphis,1:00 PM,Arkansas State*,NR,"Liberty BowlMemphis, TN ",Not on TV,W 38-16,38093,2,0,62338,0.611071898,False,False,0.0,0.0,0.0,87,60,NR,CUSA,2003,9,27,W,38-16,38,16,54,"Memphis, TN ",35.1495343,-90.0489801
3826,11/12/2004,Memphis,7:00 PM,Southern Miss,NR,"Liberty BowlMemphis, TN ",ESPN2,W 30-26,47163,5,3,62338,0.756569027,False,False,0.21,0.0,0.0,65,46,NR,CUSA,2004,11,12,W,30-26,30,26,56,"Memphis, TN ",35.1495343,-90.0489801
3827,11/1/2005,Memphis,6:30 PM,UAB,NR,"Liberty BowlMemphis, TN ",ESPN2,L 20-37,47669,4,3,62338,0.764686066,False,False,0.04,0.0,0.0,75,49,NR,CUSA,2005,11,1,L,20-37,20,37,57,"Memphis, TN ",35.1495343,-90.0489801
3828,10/14/2006,Memphis,6:00 PM,Arkansas State*,NR,"Liberty BowlMemphis, TN ",Not on TV,L 23-26,31758,1,4,62338,0.50944849,False,False,0.0,0.0,0.0,67,33,NR,CUSA,2006,10,14,L,23-26,23,26,49,"Memphis, TN ",35.1495343,-90.0489801
3829,11/17/2007,Memphis,2:30 PM,UAB,NR,"Liberty BowlMemphis, TN ",CSS,W 25-9,31138,5,5,61008,0.51039208,False,False,0.0,0.0,0.0,61,30,NR,CUSA,2007,11,17,W,25-9,25,9,34,"Memphis, TN ",35.1495343,-90.0489801
3830,9/6/2008,Memphis,7:00 PM,Rice,NR,"Liberty BowlMemphis, TN ",CBS CS,L 35-42,28351,0,1,61008,0.464709546,False,False,0.0,0.0,0.0,71,62,NR,CUSA,2008,9,6,L,35-42,35,42,77,"Memphis, TN ",35.1495343,-90.0489801
3831,9/20/2008,Memphis,7:00 PM,Nicholls State*,NR,"Liberty BowlMemphis, TN ",Not on TV,W 31-10,22167,0,3,61008,0.363345791,False,False,0.38,0.0,0.0,79,65,NR,CUSA,2008,9,20,W,31-10,31,10,41,"Memphis, TN ",35.1495343,-90.0489801
3832,9/27/2008,Memphis,1:00 PM,Arkansas State*,NR,"Liberty BowlMemphis, TN ",Not on TV,W 29-17,26376,1,3,61008,0.432336743,False,False,0.0,0.0,0.0,82,53,NR,CUSA,2008,9,27,W,29-17,29,17,46,"Memphis, TN ",35.1495343,-90.0489801
3833,10/10/2008,Memphis,7:00 PM,Louisville*,NR,"Liberty BowlMemphis, TN ",ESPN,L 28-35,40248,3,3,61008,0.659716758,False,False,0.0,0.0,0.0,77,49,NR,CUSA,2008,10,10,L,28-35,28,35,63,"Memphis, TN ",35.1495343,-90.0489801
3834,10/25/2008,Memphis,7:00 PM,Southern Miss,NR,"Liberty BowlMemphis, TN ",CBS CS,W 36-30,24034,3,5,61008,0.393948335,False,False,0.0,0.0,0.0,67,39,NR,CUSA,2008,10,25,W,36-30,36,30,66,"Memphis, TN ",35.1495343,-90.0489801
3835,11/22/2008,Memphis,1:00 PM,Central Florida,NR,"Liberty BowlMemphis, TN ",Not on TV,L 21-28,18836,5,5,61008,0.308746394,False,False,0.0,0.0,0.0,41,19,NR,CUSA,2008,11,22,L,21-28,21,28,49,"Memphis, TN ",35.1495343,-90.0489801
3836,11/29/2008,Memphis,2:30 PM,Tulane,NR,"Liberty BowlMemphis, TN ",CSS,W 45-6,15012,5,6,61008,0.24606609,False,False,0.0,0.0,0.0,59,41,NR,CUSA,2008,11,29,W,45-6,45,6,51,"Memphis, TN ",35.1495343,-90.0489801
3837,9/6/2009,Memphis,2:30 PM,No. 10 Ole Miss*,NR,"Liberty BowlMemphis, TN ",ESPN,L 14-45,45207,0,0,61008,0.74100118,False,False,0.06,0.0,0.0,89,66,10,CUSA,2009,9,6,L,14-45,14,45,59,"Memphis, TN ",35.1495343,-90.0489801
3838,9/19/2009,Memphis,7:30 PM,UT Martin*,NR,"Liberty BowlMemphis, TN ",Not on TV,W 41-14,21428,0,2,61008,0.351232625,False,False,1.29,0.0,0.0,76,70,NR,CUSA,2009,9,19,W,41-14,41,14,55,"Memphis, TN ",35.1495343,-90.0489801
3839,9/26/2009,Memphis,12:00 PM,Marshall,NR,"Liberty BowlMemphis, TN ",CSS,L 16-27,20063,1,2,61008,0.32885851,False,False,0.0,0.0,0.0,77,70,NR,CUSA,2009,9,26,L,16-27,16,27,43,"Memphis, TN ",35.1495343,-90.0489801
3840,10/10/2009,Memphis,7:00 PM,UTEP,NR,"Liberty BowlMemphis, TN ",Not on TV,W 35-20,18284,1,4,61008,0.2996984,False,False,0.8,0.0,0.0,76,50,NR,CUSA,2009,10,10,W,35-20,35,20,55,"Memphis, TN ",35.1495343,-90.0489801
3841,10/27/2009,Memphis,7:00 PM,East Carolina,NR,"Liberty BowlMemphis, TN ",ESPN2,L 19-38,4117,2,5,61008,0.067482953,False,False,0.14,0.0,0.0,73,46,NR,CUSA,2009,10,27,L,19-38,19,38,57,"Memphis, TN ",35.1495343,-90.0489801
3842,11/14/2009,Memphis,12:00 PM,UAB,NR,"Liberty BowlMemphis, TN ",CSS,L 21-31,18031,2,7,61008,0.295551403,False,False,0.0,0.0,0.0,69,37,NR,CUSA,2009,11,14,L,21-31,21,31,52,"Memphis, TN ",35.1495343,-90.0489801
3843,11/12/2011,Memphis,3:15 PM,UAB,NR,"Liberty BowlMemphis, TN ",Not on TV,L 35-41,17848,2,7,61008,0.292551796,False,False,0.0,0.0,0.0,66,32,NR,CUSA,2011,11,12,L,35-41,35,41,76,"Memphis, TN ",35.1495343,-90.0489801
3844,9/21/2013,Memphis,4:30 PM,Arkansas State*,NR,"Liberty BowlMemphis, TN ",ESPN3,W 31-7,36279,0,2,59308,0.611704998,False,False,2.56,0.0,0.0,77,64,NR,CUSA,2013,9,21,W,31-7,31,7,38,"Memphis, TN ",35.1495343,-90.0489801
3845,10/17/2015,Memphis,11:00 AM,No. 13 Ole Miss*,NR,"Liberty BowlMemphis, TN ",ABC/ESPN2,W 37-24,60241,5,0,58325,1.032850407,False,False,0.0,0.0,0.0,72,39,13,AAC,2015,10,17,W,37-24,37,24,61,"Memphis, TN ",35.1495343,-90.0489801
3846,12/30/2017,Memphis,11:30 AM,Iowa State*,19,"Liberty BowlMemphis, TN ",ABC,L 20-21,57266,10,2,58325,0.98184312,False,False,0.0,0.0,0.0,47,20,NR,AAC,2017,12,30,L,20-21,20,21,41,"Memphis, TN ",35.1495343,-90.0489801
5467,9/2/2000,UCLA,12:30 PM,No. 3 Alabama*,NR,"Rose BowlPasadena, CA",ABC,W 35-24,76640,0,0,92542,0.828164509,False,False,0.0,0.0,0.0,76,60,3,Pac-12,2000,9,2,W,35-24,35,24,59,"Pasadena, CA",34.1477849,-118.1445155
5468,9/9/2000,UCLA,4:30 PM,Fresno State*,16,"Rose BowlPasadena, CA",FSNW2,W 24-21,45605,1,0,92542,0.492803268,False,False,0.0,0.0,0.0,82,59,NR,Pac-12,2000,9,9,W,24-21,24,21,45,"Pasadena, CA",34.1477849,-118.1445155
5469,9/16/2000,UCLA,12:30 PM,No. 3 Michigan*,14,"Rose BowlPasadena, CA",ABC,W 23-20,88044,2,0,92542,0.951395042,False,False,0.0,0.0,0.0,94,64,3,Pac-12,2000,9,16,W,23-20,23,20,43,"Pasadena, CA",34.1477849,-118.1445155
5470,9/30/2000,UCLA,7:15 PM,Arizona State,15,"Rose BowlPasadena, CA",FSN,W 38-31,68113,3,1,92542,0.736022563,False,False,0.0,0.0,0.0,77,62,NR,Pac-12,2000,9,30,W,38-31,38,31,69,"Pasadena, CA",34.1477849,-118.1445155
5471,10/21/2000,UCLA,3:30 PM,No. 19 Oregon State,23,"Rose BowlPasadena, CA",FSNW2,L 38-44,48293,4,2,92542,0.521849539,False,False,0.0,0.0,0.0,71,60,19,Pac-12,2000,10,21,L,38-44,38,44,82,"Pasadena, CA",34.1477849,-118.1445155
