,Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,W/L,Score,Home Score,Away Score,Total Score,"City, State",lat,lng
2350,9/11/2010,Oklahoma,2:30 PM,No. 17 Florida State*,10,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC/ESPN2,W 47-17,85630,1,0,82112,1.04284392,False,True,0.0,0.0,0.0,93,73,17,Big-12,2010,9,11,W,47-17,47,17,64,"Norman, OK",35.2225668,-97.4394777
2351,9/18/2010,Oklahoma,2:30 PM,Air Force*,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 27-24,84332,2,0,82112,1.027036243,False,True,0.0,0.0,0.0,86,68,NR,Big-12,2010,9,18,W,27-24,27,24,51,"Norman, OK",35.2225668,-97.4394777
2352,10/16/2010,Oklahoma,6:00 PM,Iowa State,6,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 52-0,84024,5,0,82112,1.023285269,False,True,0.0,0.0,0.0,85,48,NR,Big-12,2010,10,16,W,52-0,52,0,52,"Norman, OK",35.2225668,-97.4394777
2353,10/30/2010,Oklahoma,8:15 PM,Colorado,11,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ESPN2,W 43-10,84173,6,1,82112,1.025099864,False,True,0.0,0.0,0.0,68,34,NR,Big-12,2010,10,30,W,43-10,43,10,53,"Norman, OK",35.2225668,-97.4394777
2354,11/13/2010,Oklahoma,2:30 PM,Texas Tech,19,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 45-7,85116,7,2,82112,1.036584178,False,True,0.2,0.0,0.0,65,41,NR,Big-12,2010,11,13,W,45-7,45,7,52,"Norman, OK",35.2225668,-97.4394777
2355,9/3/2011,Oklahoma,7:00 PM,Tulsa*,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FX,W 47-14,85260,0,0,82112,1.03833788,False,True,0.0,0.0,0.0,99,72,NR,Big-12,2011,9,3,W,47-14,47,14,61,"Norman, OK",35.2225668,-97.4394777
2356,10/1/2011,Oklahoma,6:00 PM,Ball State*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 62-6,84921,3,0,82112,1.034209373,False,True,0.0,0.0,0.0,77,44,NR,Big-12,2011,10,1,W,62-6,62,6,68,"Norman, OK",35.2225668,-97.4394777
2357,10/22/2011,Oklahoma,7:00 PM,Texas Tech,3,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC/ESPN3,L 38-41,85204,6,0,82112,1.037655885,False,True,0.0,0.0,0.0,76,41,NR,Big-12,2011,10,22,L,38-41,38,41,79,"Norman, OK",35.2225668,-97.4394777
2358,11/5/2011,Oklahoma,2:30 PM,Texas A&M,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC/ESPN2,W 41-25,85709,7,1,82112,1.043806021,False,True,0.0,0.0,0.0,60,27,NR,Big-12,2011,11,5,W,41-25,41,25,66,"Norman, OK",35.2225668,-97.4394777
2359,11/26/2011,Oklahoma,11:00 AM,Iowa State,12,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FX,W 26-6,84326,8,2,82112,1.026963172,False,True,0.53,0.0,0.0,59,52,NR,Big-12,2011,11,26,W,26-6,26,6,32,"Norman, OK",35.2225668,-97.4394777
2360,9/8/2012,Oklahoma,6:00 PM,Florida A&M*,5,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",PPV,W 69-13,84852,1,0,82112,1.033369057,False,True,0.0,0.0,0.0,105,61,NR,Big-12,2012,9,8,W,69-13,69,13,82,"Norman, OK",35.2225668,-97.4394777
2361,9/22/2012,Oklahoma,6:50 PM,No. 15 Kansas State,6,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,L 19-24,85276,2,0,82112,1.038532736,False,True,0.0,0.0,0.0,96,63,15,Big-12,2012,9,22,L,19-24,19,24,43,"Norman, OK",35.2225668,-97.4394777
2362,10/20/2012,Oklahoma,6:00 PM,Kansas,10,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 52-7,84532,4,1,82112,1.029471941,False,True,0.0,0.0,0.0,72,44,NR,Big-12,2012,10,20,W,52-7,52,7,59,"Norman, OK",35.2225668,-97.4394777
2363,11/10/2012,Oklahoma,2:30 PM,Baylor,14,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN,W 42-34,84945,6,2,82112,1.034501656,False,True,0.0,0.0,0.0,80,61,NR,Big-12,2012,11,10,W,42-34,42,34,76,"Norman, OK",35.2225668,-97.4394777
2364,8/31/2013,Oklahoma,6:00 PM,Louisiana-Monroe*,16,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 34-0,84911,0,0,82112,1.034087588,False,True,0.0,0.0,0.0,99,70,NR,Big-12,2013,8,31,W,34-0,34,0,34,"Norman, OK",35.2225668,-97.4394777
2365,9/7/2013,Oklahoma,6:00 PM,West Virginia,16,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 16-7,84692,1,0,82112,1.031420499,False,True,0.0,0.0,0.0,96,69,NR,Big-12,2013,9,7,W,16-7,16,7,23,"Norman, OK",35.2225668,-97.4394777
2366,9/14/2013,Oklahoma,11:00 AM,Tulsa*,14,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ESPN2,W 51-20,84229,2,0,82112,1.025781859,False,True,0.0,0.0,0.0,84,65,NR,Big-12,2013,9,14,W,51-20,51,20,71,"Norman, OK",35.2225668,-97.4394777
2367,10/5/2013,Oklahoma,6:00 PM,TCU,11,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 20-17,84992,4,0,82112,1.035074045,False,True,0.59,0.0,0.0,86,51,NR,Big-12,2013,10,5,W,20-17,20,17,37,"Norman, OK",35.2225668,-97.4394777
2368,10/26/2013,Oklahoma,2:30 PM,No. 10 Texas Tech,17,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 38-30,84734,6,1,82112,1.031931995,False,True,0.01,0.0,0.0,64,40,10,Big-12,2013,10,26,W,38-30,38,30,68,"Norman, OK",35.2225668,-97.4394777
2369,11/16/2013,Oklahoma,11:00 AM,Iowa State,22,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FS1,W 48-10,84776,7,2,82112,1.032443492,False,True,0.0,0.0,0.0,66,43,NR,Big-12,2013,11,16,W,48-10,48,10,58,"Norman, OK",35.2225668,-97.4394777
2370,8/30/2014,Oklahoma,6:00 PM,Louisiana Tech*,4,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 48-16,85063,0,0,82112,1.035938718,False,True,0.01,0.0,0.0,85,66,NR,Big-12,2014,8,30,W,48-16,48,16,64,"Norman, OK",35.2225668,-97.4394777
2371,9/13/2014,Oklahoma,7:00 PM,Tennessee*,4,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 34-10,85622,2,0,82112,1.042746493,False,True,0.14,0.0,0.0,58,50,NR,Big-12,2014,9,13,W,34-10,34,10,44,"Norman, OK",35.2225668,-97.4394777
2372,10/18/2014,Oklahoma,11:00 AM,No. 14 Kansas State,11,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ESPN,L 30-31,85019,5,1,82112,1.035402864,False,True,0.0,0.0,0.0,80,56,14,Big-12,2014,10,18,L,30-31,30,31,61,"Norman, OK",35.2225668,-97.4394777
2373,11/8/2014,Oklahoma,11:00 AM,No. 10 Baylor,16,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FS1,L 14-48,85048,6,2,82112,1.035756041,False,True,0.0,0.0,0.0,66,35,10,Big-12,2014,11,8,L,14-48,14,48,62,"Norman, OK",35.2225668,-97.4394777
2374,11/22/2014,Oklahoma,11:00 AM,Kansas,23,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FS1,W 44-7,84908,7,3,82112,1.034051052,False,True,0.6,0.0,0.0,67,57,NR,Big-12,2014,11,22,W,44-7,44,7,51,"Norman, OK",35.2225668,-97.4394777
2375,9/5/2015,Oklahoma,6:00 PM,Akron*,19,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSOK PPV,W 41-3,85370,0,0,82112,1.039677514,False,True,0.0,0.0,0.0,94,72,NR,Big-12,2015,9,5,W,41-3,41,3,44,"Norman, OK",35.2225668,-97.4394777
2376,9/19/2015,Oklahoma,11:00 AM,Tulsa*,16,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FS1,W 52-38,85657,2,0,82112,1.04317274,False,True,0.07,0.0,0.0,93,64,NR,Big-12,2015,9,19,W,52-38,52,38,90,"Norman, OK",35.2225668,-97.4394777
2377,10/3/2015,Oklahoma,11:00 AM,No. 23 West Virginia,15,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FS1,W 44-24,84384,3,0,82112,1.027669525,False,True,0.0,0.0,0.0,72,50,23,Big-12,2015,10,3,W,44-24,44,24,68,"Norman, OK",35.2225668,-97.4394777
2378,10/24/2015,Oklahoma,2:30 PM,Texas Tech,17,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC/ESPN2,W 63-27,85312,5,1,82112,1.038971161,False,True,0.0,0.0,0.0,76,57,NR,Big-12,2015,10,24,W,63-27,63,27,90,"Norman, OK",35.2225668,-97.4394777
2379,11/7/2015,Oklahoma,6:00 PM,Iowa State,14,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ESPNU,W 52-16,85595,7,1,82112,1.042417673,False,True,0.0,0.0,0.0,67,47,NR,Big-12,2015,11,7,W,52-16,52,16,68,"Norman, OK",35.2225668,-97.4394777
2380,11/21/2015,Oklahoma,7:00 PM,No. 11 TCU,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 30-29,85821,9,1,82112,1.045170012,False,True,0.0,0.0,0.0,70,36,11,Big-12,2015,11,21,W,30-29,30,29,59,"Norman, OK",35.2225668,-97.4394777
2381,9/10/2016,Oklahoma,6:00 PM,Louisiana-Monroe*,14,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 59-17,87037,0,1,82112,1.059979053,False,True,0.45,0.0,0.0,92,66,NR,Big-12,2016,9,10,W,59-17,59,17,76,"Norman, OK",35.2225668,-97.4394777
2382,9/17/2016,Oklahoma,8:00 PM,No. 3 Ohio State*,14,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,L 24-45,87979,1,1,83469,1.054032036,False,True,0.24,0.0,0.0,85,65,3,Big-12,2016,9,17,L,24-45,24,45,69,"Norman, OK",35.2225668,-97.4394777
2383,10/15/2016,Oklahoma,11:00 AM,Kansas State,19,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ESPN,W 38-17,86049,3,2,83469,1.030909679,False,True,0.0,0.0,0.0,76,53,NR,Big-12,2016,10,15,W,38-17,38,17,55,"Norman, OK",35.2225668,-97.4394777
2384,10/29/2016,Oklahoma,6:00 PM,Kansas,16,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FS1,W 56-3,86301,5,2,83469,1.033928764,False,True,0.0,0.0,0.0,85,61,NR,Big-12,2016,10,29,W,56-3,56,3,59,"Norman, OK",35.2225668,-97.4394777
2385,11/12/2016,Oklahoma,11:30 AM,No. 25 Baylor,9,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC/ESPN2,W 45-24,86249,7,2,83469,1.033305778,False,True,0.0,0.0,0.0,71,43,25,Big-12,2016,11,12,W,45-24,45,24,69,"Norman, OK",35.2225668,-97.4394777
2386,9/2/2017,Oklahoma,2:30 PM,UTEP*,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 56-7,86076,0,0,83469,1.031233152,True,True,0.03,0.0,0.0,84,61,NR,Big-12,2017,9,2,W,56-7,56,7,63,"Norman, OK",35.2225668,-97.4394777
2387,9/16/2017,Oklahoma,5:00 PM,Tulane*,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FSN PPV,W 56-14,86290,2,0,83469,1.033796979,True,True,0.0,0.0,0.0,91,70,NR,Big-12,2017,9,16,W,56-14,56,14,70,"Norman, OK",35.2225668,-97.4394777
2388,10/7/2017,Oklahoma,11:00 AM,Iowa State,3,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,L 31-38,86019,4,0,83469,1.030550264,True,True,0.25,0.0,0.0,85,63,NR,Big-12,2017,10,7,L,31-38,31,38,69,"Norman, OK",35.2225668,-97.4394777
2389,10/28/2017,Oklahoma,7:00 PM,Texas Tech,10,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC/ESPN2,W 49-27,86309,6,1,83469,1.034024608,True,True,0.0,0.0,0.0,49,31,NR,Big-12,2017,10,28,W,49-27,49,27,76,"Norman, OK",35.2225668,-97.4394777
2390,11/11/2017,Oklahoma,7:00 PM,No. 8 TCU,5,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 38-20,88308,8,1,83469,1.057973619,True,True,0.0,0.0,0.0,63,36,8,Big-12,2017,11,11,W,38-20,38,20,58,"Norman, OK",35.2225668,-97.4394777
2391,11/25/2017,Oklahoma,2:45 PM,West Virginia,3,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ESPN,W 59-31,86117,10,1,83469,1.031724353,True,True,0.0,0.0,0.0,80,43,NR,Big-12,2017,11,25,W,59-31,59,31,90,"Norman, OK",35.2225668,-97.4394777
2392,9/1/2018,Oklahoma,11:00 AM,Florida Atlantic*,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 63-14,86402,0,0,83469,1.035138794,False,True,0.0,0.0,0.0,93,72,NR,Big-12,2018,9,1,W,63-14,63,14,77,"Norman, OK",35.2225668,-97.4394777
2393,9/8/2018,Oklahoma,12:00 PM,UCLA*,6,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 49-21,86402,1,0,83469,1.035138794,False,True,0.26,0.0,0.0,77,69,NR,Big-12,2018,9,8,W,49-21,49,21,70,"Norman, OK",35.2225668,-97.4394777
2395,9/29/2018,Oklahoma,2:30 PM,Baylor,6,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",ABC,W 66-33,86642,4,0,83469,1.038014113,False,True,0.0,0.0,0.0,75,60,NR,Big-12,2018,9,29,W,66-33,66,33,99,"Norman, OK",35.2225668,-97.4394777
2396,10/27/2018,Oklahoma,2:30 PM,Kansas State,8,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 51-14,86436,6,1,83469,1.035546131,False,True,0.0,0.0,0.0,72,45,NR,Big-12,2018,10,27,W,51-14,51,14,65,"Norman, OK",35.2225668,-97.4394777
2397,11/17/2018,Oklahoma,6:30 PM,Kansas,6,"Gaylord Family Oklahoma Memorial StadiumNorman, OK",FOX,W 55-40,86371,9,1,83469,1.034767399,False,True,0.0,0.0,0.0,69,34,NR,Big-12,2018,11,17,W,55-40,55,40,95,"Norman, OK",35.2225668,-97.4394777
2398,10/18/2003,Oklahoma,6:00 PM,No. 24 Missouri,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",FSN,W 34-13,83327,6,0,81207,1.026106124,False,True,0.0,0.0,0.0,82,46,24,Big-12,2003,10,18,W,34-13,34,13,47,"Norman, OK ",35.2225668,-97.4394777
2399,11/13/2004,Oklahoma,6:00 PM,Nebraska,2,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",FSN,W 30-3,84916,9,0,82112,1.03414848,False,True,0.04,0.0,0.0,51,38,NR,Big-12,2004,11,13,W,30-3,30,3,33,"Norman, OK ",35.2225668,-97.4394777
2400,11/26/2005,Oklahoma,2:30 PM,Oklahoma State,NR,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",ABC,W 42-14,84875,6,4,82112,1.033649162,False,True,0.0,0.0,0.0,68,50,NR,Big-12,2005,11,26,W,42-14,42,14,56,"Norman, OK ",35.2225668,-97.4394777
2401,11/1/2008,Oklahoma,7:00 PM,Nebraska,4,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",ESPN,W 62-28,85212,7,1,82112,1.037753313,False,True,0.0,0.0,0.0,80,43,NR,Big-12,2008,11,1,W,62-28,62,28,90,"Norman, OK ",35.2225668,-97.4394777
2402,11/22/2008,Oklahoma,7:00 PM,No. 2 Texas Tech,5,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",ABC,W 65-21,85646,9,1,82112,1.043038776,False,True,0.0,0.0,0.0,44,26,2,Big-12,2008,11,22,W,65-21,65,21,86,"Norman, OK ",35.2225668,-97.4394777
2403,11/28/2009,Oklahoma,11:30 AM,No. 11 Oklahoma State,NR,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",FSN,W 27-0,85606,6,5,82112,1.042551637,False,True,0.0,0.0,0.0,73,38,11,Big-12,2009,11,28,W,27-0,27,0,27,"Norman, OK ",35.2225668,-97.4394777
2404,9/24/2011,Oklahoma,7:00 PM,Missouri,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",FX,W 38-28,85547,2,0,82112,1.041833106,False,True,0.0,0.0,0.0,83,45,NR,Big-12,2011,9,24,W,38-28,38,28,66,"Norman, OK ",35.2225668,-97.4394777
2405,10/27/2012,Oklahoma,7:00 PM,No. 5 Notre Dame*,8,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",ABC,L 13-30,86031,5,1,82112,1.047727494,False,True,0.0,0.0,0.0,52,34,5,Big-12,2012,10,27,L,13-30,13,30,43,"Norman, OK ",35.2225668,-97.4394777
2408,12/3/2016,Oklahoma,11:30 AM,No. 11 Oklahoma State,7,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",FOX,W 38-20,87527,9,2,83469,1.048616852,False,True,0.16,0.0,0.0,60,32,11,Big-12,2016,12,3,W,38-20,38,20,58,"Norman, OK ",35.2225668,-97.4394777
2409,11/10/2018,Oklahoma,2:30 PM,Oklahoma State,6,"Gaylord Family Oklahoma Memorial StadiumNorman, OK ",ABC,W 48-47,87635,8,1,83469,1.049910745,False,True,0.0,0.0,0.0,45,22,NR,Big-12,2018,11,10,W,48-47,48,47,95,"Norman, OK ",35.2225668,-97.4394777
2410,11/1/2003,Oklahoma,2:30 PM,No. 14 Oklahoma State,1,"Gaylord Family Oklahoma Memorial StadiumNorman, OK  ",ABC,W 52-9,84027,8,0,81207,1.03472607,False,True,0.07,0.0,0.0,66,47,14,Big-12,2003,11,1,W,52-9,52,9,61,"Norman, OK  ",35.2225668,-97.4394777
2452,8/31/2017,Georgia State,7:00 PM,Tennessee State*,NR,"Georgia State StadiumAtlanta, GA",ESPN3,L 10-17,24333,0,0,24222,1.004582611,True,False,0.69,0.0,0.0,83,69,NR,Sun Belt,2017,8,31,L,10-17,10,17,27,"Atlanta, GA",33.7489954,-84.3879824
2453,10/21/2017,Georgia State,2:00 PM,Troy,NR,"Georgia State StadiumAtlanta, GA",ESPN3,L 10-34,15388,3,2,24222,0.635290232,True,False,0.0,0.0,0.0,77,54,NR,Sun Belt,2017,10,21,L,10-34,10,34,44,"Atlanta, GA",33.7489954,-84.3879824
2454,10/26/2017,Georgia State,7:30 PM,South Alabama,NR,"Georgia State StadiumAtlanta, GA",ESPNU,W 21-13,12125,3,3,24222,0.500577987,True,False,0.0,0.0,0.0,72,41,NR,Sun Belt,2017,10,26,W,21-13,21,13,34,"Atlanta, GA",33.7489954,-84.3879824
2455,11/25/2017,Georgia State,2:00 PM,Appalachian State,NR,"Georgia State StadiumAtlanta, GA",ESPN3,L 10-31,13154,6,3,24222,0.543060028,True,False,0.0,0.0,0.0,63,43,NR,Sun Belt,2017,11,25,L,10-31,10,31,41,"Atlanta, GA",33.7489954,-84.3879824
2456,12/2/2017,Georgia State,2:00 PM,Idaho,NR,"Georgia State StadiumAtlanta, GA",ESPN3,L 10-24,14163,6,4,24222,0.584716374,True,False,0.0,0.0,0.0,70,50,NR,Sun Belt,2017,12,2,L,10-24,10,24,34,"Atlanta, GA",33.7489954,-84.3879824
2457,8/30/2018,Georgia State,7:00 PM,No. 5 (FCS) Kennesaw State*,NR,"Georgia State StadiumAtlanta, GA",ESPN+,W 24-20,23088,0,0,24222,0.953183057,False,False,0.0,0.0,0.0,88,70,NR,Sun Belt,2018,8,30,W,24-20,24,20,44,"Atlanta, GA",33.7489954,-84.3879824
2458,9/22/2018,Georgia State,2:00 PM,Western Michigan*,NR,"Georgia State StadiumAtlanta, GA",ESPN+,L 15-34,15264,1,2,24222,0.630170919,False,False,0.0,0.0,0.0,91,71,NR,Sun Belt,2018,9,22,L,15-34,15,34,49,"Atlanta, GA",33.7489954,-84.3879824
2459,9/29/2018,Georgia State,2:00 PM,Louisiana-Monroe,NR,"Georgia State StadiumAtlanta, GA",ESPN+,W 46-14,14368,1,3,24222,0.593179754,False,False,0.0,0.0,0.0,88,70,NR,Sun Belt,2018,9,29,W,46-14,46,14,60,"Atlanta, GA",33.7489954,-84.3879824
2460,10/27/2018,Georgia State,2:00 PM,Coastal Carolina,NR,"Georgia State StadiumAtlanta, GA",ESPN+,L 34-37,15648,2,5,24222,0.646024275,False,False,0.0,0.0,0.0,61,48,NR,Sun Belt,2018,10,27,L,34-37,34,37,71,"Atlanta, GA",33.7489954,-84.3879824
2461,11/3/2018,Georgia State,2:00 PM,Texas State,NR,"Georgia State StadiumAtlanta, GA",ESPN+,L 31-40,11312,2,6,24222,0.467013459,False,False,0.0,0.0,0.0,66,41,NR,Sun Belt,2018,11,3,L,31-40,31,40,71,"Atlanta, GA",33.7489954,-84.3879824
2462,11/24/2018,Georgia State,2:00 PM,Georgia Southern,NR,"Georgia State StadiumAtlanta, GA",ESPN+,L 14-35,20011,2,9,24222,0.826149781,False,False,0.38,0.0,0.0,50,38,NR,Sun Belt,2018,11,24,L,14-35,14,35,49,"Atlanta, GA",33.7489954,-84.3879824
2463,9/6/2008,SMU,7:00 PM,Texas State*,NR,"Gerald J. Ford StadiumDallas, TX",Not on TV,W 47-36,22218,0,1,32000,0.6943125,True,False,0.0,0.0,0.0,92,67,NR,AAC,2008,9,6,W,47-36,47,36,83,"Dallas, TX",32.7766642,-96.79698789999999
2464,10/11/2008,SMU,2:00 PM,Tulsa,NR,"Gerald J. Ford StadiumDallas, TX",Not on TV,L 31-37,13020,1,5,32000,0.406875,True,False,0.0,0.0,0.0,86,61,NR,AAC,2008,10,11,L,31-37,31,37,68,"Dallas, TX",32.7766642,-96.79698789999999
2465,11/8/2008,SMU,2:00 PM,Memphis,NR,"Gerald J. Ford StadiumDallas, TX",Not on TV,L 26-31,18224,1,8,32000,0.5695,True,False,0.0,0.0,0.0,74,47,NR,AAC,2008,11,8,L,26-31,26,31,57,"Dallas, TX",32.7766642,-96.79698789999999
2466,11/29/2008,SMU,2:00 PM,Southern Miss,NR,"Gerald J. Ford StadiumDallas, TX",Not on TV,L 12-28,13020,1,10,32000,0.406875,True,False,0.0,0.0,0.0,59,41,NR,AAC,2008,11,29,L,12-28,12,28,40,"Dallas, TX",32.7766642,-96.79698789999999
2467,9/17/2016,SMU,6:00 PM,Liberty*,NR,"Gerald J. Ford StadiumDallas, TX",ESPN3,W 29-14,22127,1,1,32000,0.69146875,False,False,0.0,0.0,0.0,97,74,NR,AAC,2016,9,17,W,29-14,29,14,43,"Dallas, TX",32.7766642,-96.79698789999999
2468,11/5/2016,SMU,3:00 PM,Memphis,NR,"Gerald J. Ford StadiumDallas, TX",ESPNews,L 7-51,24379,4,4,32000,0.76184375,False,False,0.02,0.0,0.0,72,60,NR,AAC,2016,11,5,L,7-51,7,51,58,"Dallas, TX",32.7766642,-96.79698789999999
2469,11/19/2016,SMU,6:00 PM,South Florida,NR,"Gerald J. Ford StadiumDallas, TX",CBSSN,L 27-35,18417,5,5,32000,0.57553125,False,False,0.0,0.0,0.0,57,37,NR,AAC,2016,11,19,L,27-35,27,35,62,"Dallas, TX",32.7766642,-96.79698789999999
2470,9/2/2017,SMU,6:00 PM,Stephen F. Austin*,NR,"Gerald J. Ford StadiumDallas, TX",ESPN3,W 58-14,20478,0,0,32000,0.6399375,True,False,0.0,0.0,0.0,95,70,NR,AAC,2017,9,2,W,58-14,58,14,72,"Dallas, TX",32.7766642,-96.79698789999999
2471,9/23/2017,SMU,6:00 PM,Arkansas State*,NR,"Gerald J. Ford StadiumDallas, TX",ESPN3,W 44-21,23672,2,1,32000,0.73975,True,False,0.0,0.0,0.0,95,71,NR,AAC,2017,9,23,W,44-21,44,21,65,"Dallas, TX",32.7766642,-96.79698789999999
2472,9/30/2017,SMU,3:00 PM,UConn,NR,"Gerald J. Ford StadiumDallas, TX",ESPNews,W 49-28,17237,3,1,32000,0.53865625,True,False,0.0,0.0,0.0,86,63,NR,AAC,2017,9,30,W,49-28,49,28,77,"Dallas, TX",32.7766642,-96.79698789999999
2473,10/27/2017,SMU,8:00 PM,Tulsa,NR,"Gerald J. Ford StadiumDallas, TX",ESPN2,W 38-34,14930,5,2,32000,0.4665625,True,False,0.0,0.0,0.0,59,38,NR,AAC,2017,10,27,W,38-34,38,34,72,"Dallas, TX",32.7766642,-96.79698789999999
2474,11/4/2017,SMU,6:15 PM,No. 15 UCF,NR,"Gerald J. Ford StadiumDallas, TX",ESPN2,L 24-31,24445,6,2,32000,0.76390625,True,False,0.0,0.0,0.0,87,59,15,AAC,2017,11,4,L,24-31,24,31,55,"Dallas, TX",32.7766642,-96.79698789999999
2475,11/25/2017,SMU,11:00 AM,Tulane,NR,"Gerald J. Ford StadiumDallas, TX",CBSSN,W 41-38,14209,6,5,32000,0.44403125,True,False,0.0,0.0,0.0,74,47,NR,AAC,2017,11,25,W,41-38,41,38,79,"Dallas, TX",32.7766642,-96.79698789999999
2476,9/7/2018,SMU,7:00 PM,No. 16 TCU*,NR,"Gerald J. Ford StadiumDallas, TX",ESPN2,L 12-42,24216,0,1,32000,0.75675,False,False,0.05,0.0,0.0,94,73,16,AAC,2018,9,7,L,12-42,12,42,54,"Dallas, TX",32.7766642,-96.79698789999999
2477,9/29/2018,SMU,6:00 PM,Houston Baptist*,NR,"Gerald J. Ford StadiumDallas, TX",ESPN3,W 63-27,18983,1,3,32000,0.59321875,False,False,0.0,0.0,0.0,79,66,NR,AAC,2018,9,29,W,63-27,63,27,90,"Dallas, TX",32.7766642,-96.79698789999999
2479,11/16/2018,SMU,8:00 PM,Memphis,NR,"Gerald J. Ford StadiumDallas, TX",ESPN2,L 18-28,15794,5,5,32000,0.4935625,False,False,0.0,0.0,0.0,70,46,NR,AAC,2018,11,16,L,18-28,18,28,46,"Dallas, TX",32.7766642,-96.79698789999999
2480,9/20/2008,SMU,7:00 PM,TCU*,NR,"Gerald J. Ford StadiumDallas, TX ",CSN,L 7-48,30923,1,2,32000,0.96634375,True,False,0.0,0.0,0.0,88,62,NR,AAC,2008,9,20,L,7-48,7,48,55,"Dallas, TX ",32.7766642,-96.79698789999999
2481,10/18/2008,SMU,7:00 PM,Houston,NR,"Gerald J. Ford StadiumDallas, TX ",Not on TV,L 38-44,18972,1,6,32000,0.592875,True,False,0.0,0.0,0.0,80,53,NR,AAC,2008,10,18,L,38-44,38,44,82,"Dallas, TX ",32.7766642,-96.79698789999999
2482,9/23/2016,SMU,7:00 PM,TCU*,NR,"Gerald J. Ford StadiumDallas, TX ",ESPN,L 3-33,30987,2,1,32000,0.96834375,False,False,0.0,0.0,0.0,95,75,NR,AAC,2016,9,23,L,3-33,3,33,36,"Dallas, TX ",32.7766642,-96.79698789999999
2483,10/22/2016,SMU,6:00 PM,No. 11 Houston,NR,"Gerald J. Ford StadiumDallas, TX ",ESPN2,W 38-16,32000,2,4,32000,1.0,False,False,0.0,0.0,0.0,77,51,11,AAC,2016,10,22,W,38-16,38,16,54,"Dallas, TX ",32.7766642,-96.79698789999999
